529,"[1, 8, 168]"
256,"[1, 8, 168]"
979,"[1, 8, 168]"
790,"[1, 8, 168]"
399,"[1, 8, 168]"
70,"[1, 8, 168]"
533,"[1, 8, 168]"
1130,"[1, 8, 168]"
995,"[1, 8, 168]"
1085,"[1, 8, 168]"
270,"[1, 8, 168]"
1583,"[1, 8, 168]"
1179,"[1, 8, 168]"
648,"[1, 8, 168]"
1022,"[1, 8, 168]"
3,"[1, 8, 168]"
947,"[1, 8, 168]"
1639,"[1, 8, 168]"
630,"[1, 8, 168]"
440,"[1, 8, 168]"
1497,"[1, 8, 168]"
1076,"[1, 8, 168]"
154,"[1, 8, 168]"
281,"[1, 8, 168]"
1547,"[1, 8, 168]"
1697,"[1, 8, 168]"
1555,"[1, 8, 168]"
1641,"[1, 8, 168, 169]"
111,"[1, 8, 168, 170]"
301,"[1, 8, 168, 170]"
1702,"[1, 8, 168, 171]"
1369,"[1, 8, 169]"
1750,"[1, 8, 169]"
1336,"[1, 8, 169]"
820,"[1, 8, 169]"
689,"[1, 8, 169]"
536,"[1, 8, 169]"
1342,"[1, 8, 169]"
556,"[1, 8, 169]"
674,"[1, 8, 169]"
358,"[1, 8, 169]"
83,"[1, 8, 169]"
1373,"[1, 8, 169]"
314,"[1, 8, 170]"
1351,"[1, 8, 170]"
583,"[1, 8, 171]"
333,"[1, 8, 171]"
1135,"[1, 8, 171]"
1248,"[1, 8, 171]"
368,"[1, 8, 171]"
328,"[1, 8, 171]"
1426,"[1, 8, 171]"
712,"[1, 8, 171]"
214,"[1, 8, 171]"
289,"[1, 8, 171]"
1602,"[1, 8, 171]"
13,"[1, 8, 171]"
442,"[1, 8, 171]"
787,"[1, 8, 171]"
1065,"[1, 8, 171, 173]"
85,"[1, 8, 172]"
1142,"[1, 8, 172]"
1160,"[1, 8, 172]"
874,"[1, 8, 172]"
1455,"[1, 8, 172]"
1376,"[1, 8, 172]"
1741,"[1, 8, 172]"
559,"[1, 8, 172, 173]"
938,"[1, 8, 172, 174]"
343,"[1, 8, 173]"
1388,"[1, 8, 173]"
49,"[1, 8, 173]"
799,"[1, 8, 173]"
413,"[1, 8, 173]"
765,"[1, 8, 173]"
1196,"[1, 8, 173]"
775,"[1, 8, 173]"
31,"[1, 8, 173]"
866,"[1, 8, 173]"
1046,"[1, 8, 173]"
941,"[1, 8, 173]"
445,"[1, 8, 173]"
1240,"[1, 8, 173]"
837,"[1, 8, 173]"
1415,"[1, 8, 173]"
1155,"[1, 8, 173]"
498,"[1, 8, 173]"
127,"[1, 8, 173]"
268,"[1, 8, 173]"
292,"[1, 8, 174]"
1619,"[1, 8, 174]"
1054,"[1, 8, 174]"
1140,"[1, 8, 174]"
125,"[1, 8, 174]"
209,"[1, 8, 174]"
1371,"[1, 8, 174]"
1390,"[1, 8, 174]"
806,"[1, 8, 174]"
1093,"[1, 8, 175]"
1225,"[1, 8, 175]"
697,"[1, 8, 175]"
531,"[1, 8, 175]"
1683,"[1, 8, 175]"
345,"[1, 8, 175]"
1006,"[1, 8, 319]"
1429,"[1, 9, 11, 155, 188, 190]"
635,"[1, 9, 15]"
1309,"[1, 9, 15]"
417,"[1, 9, 15]"
224,"[1, 9, 15]"
1667,"[1, 9, 15]"
118,"[1, 9, 15]"
1005,"[1, 9, 15]"
414,"[1, 9, 15]"
1600,"[1, 9, 15]"
950,"[1, 9, 15]"
601,"[1, 9, 15]"
612,"[1, 9, 15]"
1685,"[1, 9, 15]"
220,"[1, 9, 15]"
777,"[1, 9, 17, 30, 38, 190, 194]"
974,"[1, 9, 17, 30, 190, 195]"
79,"[1, 9, 17, 30, 190, 195, 196]"
1608,"[1, 9, 188]"
645,"[1, 9, 188]"
1648,"[1, 9, 188]"
277,"[1, 9, 188]"
1604,"[1, 9, 188]"
232,"[1, 9, 188]"
1411,"[1, 9, 188]"
803,"[1, 9, 188]"
1532,"[1, 9, 188]"
1657,"[1, 9, 188]"
452,"[1, 9, 188, 189]"
1595,"[1, 9, 188, 190]"
1035,"[1, 9, 189]"
78,"[1, 9, 189]"
1026,"[1, 9, 189]"
471,"[1, 9, 189]"
1051,"[1, 9, 189]"
400,"[1, 9, 189]"
1561,"[1, 9, 189]"
673,"[1, 9, 189]"
1637,"[1, 9, 189]"
1552,"[1, 9, 190]"
1464,"[1, 9, 190]"
594,"[1, 9, 190]"
161,"[1, 9, 190]"
737,"[1, 9, 190]"
146,"[1, 9, 190]"
1106,"[1, 9, 190]"
1764,"[1, 9, 190]"
160,"[1, 9, 190]"
119,"[1, 9, 190]"
1284,"[1, 9, 190]"
1504,"[1, 9, 190]"
1631,"[1, 9, 190]"
1364,"[1, 9, 190]"
402,"[1, 9, 190]"
1292,"[1, 9, 190]"
1399,"[1, 9, 190]"
1620,"[1, 9, 190]"
203,"[1, 9, 190]"
54,"[1, 9, 190]"
1530,"[1, 9, 190]"
491,"[1, 10, 12, 98, 147, 177, 232]"
793,"[1, 10, 14, 184, 232]"
1265,"[1, 10, 17, 22, 204, 232]"
753,"[1, 10, 232]"
956,"[1, 10, 232]"
886,"[1, 10, 232]"
1638,"[1, 10, 232]"
1524,"[1, 10, 232]"
901,"[1, 10, 232]"
473,"[1, 10, 232]"
1226,"[1, 10, 232]"
1664,"[1, 10, 232]"
1729,"[1, 10, 232]"
1541,"[1, 10, 232]"
1363,"[1, 10, 232]"
1197,"[1, 10, 232]"
1629,"[1, 10, 232]"
392,"[1, 11, 153]"
891,"[1, 11, 153]"
925,"[1, 11, 153]"
204,"[1, 11, 153]"
272,"[1, 11, 153]"
143,"[1, 11, 153]"
201,"[1, 11, 154]"
1192,"[1, 11, 154]"
1485,"[1, 11, 154]"
1730,"[1, 11, 154]"
1095,"[1, 11, 154]"
350,"[1, 11, 154]"
106,"[1, 11, 154]"
1413,"[1, 11, 154, 155]"
369,"[1, 11, 154, 155]"
1049,"[1, 11, 155]"
1594,"[1, 11, 155]"
298,"[1, 11, 155]"
451,"[1, 11, 155]"
115,"[1, 11, 155]"
878,"[1, 11, 155]"
94,"[1, 12, 17, 35, 105, 177]"
1681,"[1, 12, 176]"
195,"[1, 12, 176]"
40,"[1, 12, 176]"
1289,"[1, 12, 176]"
537,"[1, 12, 176]"
1453,"[1, 12, 176]"
1115,"[1, 12, 176]"
530,"[1, 12, 176]"
1139,"[1, 12, 176]"
935,"[1, 12, 176]"
135,"[1, 12, 176]"
290,"[1, 12, 176]"
316,"[1, 12, 176]"
1150,"[1, 12, 176]"
326,"[1, 12, 176]"
18,"[1, 12, 176]"
913,"[1, 12, 176]"
274,"[1, 12, 176]"
614,"[1, 12, 176]"
484,"[1, 12, 176]"
889,"[1, 12, 176]"
1293,"[1, 12, 176]"
834,"[1, 12, 177]"
1152,"[1, 12, 177]"
382,"[1, 12, 177]"
61,"[1, 12, 177]"
704,"[1, 12, 177]"
627,"[1, 12, 177]"
1098,"[1, 12, 177]"
991,"[1, 12, 177]"
1004,"[1, 12, 177]"
558,"[1, 12, 177]"
1624,"[1, 12, 177]"
1161,"[1, 12, 177]"
1468,"[1, 12, 177]"
1014,"[1, 12, 177]"
1166,"[1, 12, 177, 178]"
1283,"[1, 12, 178]"
574,"[1, 12, 178]"
1346,"[1, 12, 178]"
1457,"[1, 12, 179]"
631,"[1, 12, 179]"
178,"[1, 12, 179]"
360,"[1, 12, 179]"
1047,"[1, 12, 179]"
1404,"[1, 12, 179]"
381,"[1, 12, 179]"
828,"[1, 12, 179]"
699,"[1, 12, 179]"
857,"[1, 12, 179]"
448,"[1, 12, 179]"
1163,"[1, 12, 179]"
1126,"[1, 12, 179]"
383,"[1, 12, 179]"
76,"[1, 12, 179]"
736,"[1, 12, 179, 232, 365]"
378,"[1, 13, 17, 187, 326]"
349,"[1, 13, 186]"
706,"[1, 13, 186]"
237,"[1, 13, 186]"
815,"[1, 13, 186]"
446,"[1, 13, 186]"
1159,"[1, 13, 186]"
263,"[1, 13, 186]"
656,"[1, 13, 186]"
1118,"[1, 13, 186]"
307,"[1, 13, 186]"
990,"[1, 13, 186]"
888,"[1, 13, 186]"
394,"[1, 13, 186]"
1554,"[1, 13, 186]"
1044,"[1, 13, 186]"
55,"[1, 13, 186]"
1102,"[1, 13, 186]"
157,"[1, 13, 187]"
1481,"[1, 13, 187]"
1218,"[1, 13, 187]"
353,"[1, 13, 187]"
1563,"[1, 13, 187]"
340,"[1, 14, 39, 43, 123, 183]"
725,"[1, 14, 39, 50, 338, 371]"
1016,"[1, 14, 183]"
374,"[1, 14, 183]"
151,"[1, 14, 183]"
952,"[1, 14, 183]"
144,"[1, 14, 183, 234]"
1603,"[1, 14, 183, 234]"
1526,"[1, 14, 183, 234]"
943,"[1, 14, 184]"
1465,"[1, 14, 184]"
634,"[1, 14, 184]"
415,"[1, 14, 184]"
266,"[1, 14, 184]"
1000,"[1, 14, 184]"
779,"[1, 14, 184]"
823,"[1, 14, 184]"
269,"[1, 14, 184]"
873,"[1, 14, 185]"
1436,"[1, 14, 185]"
848,"[1, 14, 185]"
364,"[1, 14, 185]"
1291,"[1, 14, 185]"
623,"[1, 14, 234]"
321,"[1, 14, 234]"
835,"[1, 14, 234]"
824,"[1, 14, 234]"
1340,"[1, 14, 234]"
265,"[1, 14, 234]"
1660,"[1, 14, 234]"
1119,"[1, 14, 234]"
16,"[1, 14, 234]"
1647,"[1, 14, 234]"
1714,"[1, 14, 234]"
1654,"[1, 14, 234]"
1601,"[1, 14, 234]"
164,"[1, 14, 371]"
661,"[1, 14, 371]"
1656,"[1, 14, 371]"
830,"[1, 14, 371]"
1175,"[1, 14, 371]"
1503,"[1, 14, 371]"
1633,"[1, 14, 371]"
96,"[1, 16, 191]"
317,"[1, 16, 191]"
1092,"[1, 16, 191]"
1482,"[1, 16, 191, 192]"
528,"[1, 16, 191, 192]"
338,"[1, 16, 191, 192]"
1474,"[1, 16, 191, 192]"
708,"[1, 16, 192]"
1454,"[1, 16, 192]"
1189,"[1, 16, 193]"
1256,"[1, 16, 193]"
172,"[1, 16, 193]"
1747,"[1, 16, 193]"
655,"[1, 39, 65, 96, 139, 159]"
1475,"[1, 39, 65, 96, 139, 159]"
1018,"[1, 68, 98, 146, 148, 245, 247]"
98,"[1, 96, 98, 145, 156]"
587,"[1, 96, 98, 147, 156, 159]"
731,"[1, 96, 98, 156, 350]"
1690,"[1, 96, 156]"
1358,"[1, 96, 156]"
845,"[1, 96, 156]"
1013,"[1, 96, 156]"
1450,"[1, 96, 156]"
729,"[1, 96, 156]"
233,"[1, 96, 156]"
1383,"[1, 96, 156]"
1494,"[1, 96, 156]"
1007,"[1, 96, 156]"
126,"[1, 96, 156]"
1712,"[1, 96, 156]"
665,"[1, 96, 156]"
11,"[1, 96, 156]"
1661,"[1, 96, 156]"
1613,"[1, 96, 156]"
652,"[1, 96, 156]"
548,"[1, 96, 156]"
327,"[1, 96, 156]"
1366,"[1, 96, 157]"
97,"[1, 96, 157]"
1548,"[1, 96, 157]"
1393,"[1, 96, 157]"
1031,"[1, 96, 157]"
1317,"[1, 96, 157]"
6,"[1, 96, 157]"
641,"[1, 96, 157]"
1442,"[1, 96, 157]"
654,"[1, 96, 157]"
1443,"[1, 96, 157]"
923,"[1, 96, 157]"
1522,"[1, 96, 157, 158]"
767,"[1, 96, 157, 158]"
1556,"[1, 96, 158]"
1587,"[1, 96, 158]"
1727,"[1, 96, 158]"
1176,"[1, 96, 158]"
387,"[1, 96, 158, 159]"
1372,"[1, 96, 159]"
1605,"[1, 96, 159]"
721,"[1, 98, 144]"
1288,"[1, 98, 144]"
691,"[1, 98, 144]"
180,"[1, 98, 144]"
482,"[1, 98, 144]"
1153,"[1, 98, 144]"
427,"[1, 98, 144]"
1233,"[1, 98, 144]"
1173,"[1, 98, 144]"
1417,"[1, 98, 144]"
1591,"[1, 98, 144]"
1185,"[1, 98, 144, 146, 148]"
1238,"[1, 98, 145]"
200,"[1, 98, 145]"
1249,"[1, 98, 145]"
628,"[1, 98, 145]"
893,"[1, 98, 145]"
903,"[1, 98, 145]"
1025,"[1, 98, 145]"
700,"[1, 98, 145]"
478,"[1, 98, 145]"
924,"[1, 98, 145]"
1520,"[1, 98, 145]"
598,"[1, 98, 145]"
432,"[1, 98, 145]"
1138,"[1, 98, 145]"
553,"[1, 98, 145]"
121,"[1, 98, 145]"
1088,"[1, 98, 145]"
1444,"[1, 98, 145]"
1395,"[1, 98, 145]"
992,"[1, 98, 145]"
206,"[1, 98, 145]"
619,"[1, 98, 145]"
629,"[1, 98, 145]"
395,"[1, 98, 145]"
80,"[1, 98, 145]"
1077,"[1, 98, 145]"
1428,"[1, 98, 145]"
1075,"[1, 98, 145]"
1581,"[1, 98, 145]"
1327,"[1, 98, 145]"
905,"[1, 98, 145]"
1658,"[1, 98, 145]"
733,"[1, 98, 145]"
868,"[1, 98, 145]"
626,"[1, 98, 145]"
544,"[1, 98, 145]"
1242,"[1, 98, 145]"
1763,"[1, 98, 145]"
1144,"[1, 98, 145]"
1767,"[1, 98, 145]"
1311,"[1, 98, 145]"
28,"[1, 98, 145]"
1734,"[1, 98, 145]"
1128,"[1, 98, 145]"
543,"[1, 98, 145]"
1246,"[1, 98, 145]"
1235,"[1, 98, 145]"
1101,"[1, 98, 145]"
791,"[1, 98, 145]"
1470,"[1, 98, 145]"
728,"[1, 98, 145]"
310,"[1, 98, 145]"
754,"[1, 98, 145]"
324,"[1, 98, 145]"
585,"[1, 98, 145]"
546,"[1, 98, 145]"
541,"[1, 98, 145]"
606,"[1, 98, 145]"
1355,"[1, 98, 145, 146]"
1326,"[1, 98, 145, 147]"
1360,"[1, 98, 145, 147]"
1231,"[1, 98, 145, 149]"
1143,"[1, 98, 146]"
1437,"[1, 98, 146]"
812,"[1, 98, 146]"
202,"[1, 98, 146]"
617,"[1, 98, 146]"
8,"[1, 98, 146]"
633,"[1, 98, 146]"
1169,"[1, 98, 146]"
1074,"[1, 98, 146]"
422,"[1, 98, 146]"
141,"[1, 98, 146]"
405,"[1, 98, 146]"
987,"[1, 98, 146]"
1110,"[1, 98, 146]"
244,"[1, 98, 146]"
335,"[1, 98, 146]"
1337,"[1, 98, 146]"
1023,"[1, 98, 146]"
108,"[1, 98, 146]"
696,"[1, 98, 146]"
1707,"[1, 98, 146]"
566,"[1, 98, 146]"
107,"[1, 98, 146]"
348,"[1, 98, 146]"
86,"[1, 98, 146]"
1565,"[1, 98, 146]"
895,"[1, 98, 146]"
1032,"[1, 98, 146]"
981,"[1, 98, 146]"
911,"[1, 98, 146]"
34,"[1, 98, 146]"
1626,"[1, 98, 146]"
403,"[1, 98, 146]"
1300,"[1, 98, 146]"
1611,"[1, 98, 146]"
1232,"[1, 98, 146]"
944,"[1, 98, 146]"
1207,"[1, 98, 146]"
663,"[1, 98, 146]"
1357,"[1, 98, 146]"
581,"[1, 98, 146]"
1700,"[1, 98, 146]"
469,"[1, 98, 146]"
771,"[1, 98, 146]"
1441,"[1, 98, 146]"
318,"[1, 98, 146]"
354,"[1, 98, 146]"
47,"[1, 98, 146]"
516,"[1, 98, 146]"
464,"[1, 98, 146, 147]"
622,"[1, 98, 146, 147]"
1722,"[1, 98, 146, 147]"
22,"[1, 98, 146, 147]"
230,"[1, 98, 146, 148]"
1521,"[1, 98, 146, 149]"
1367,"[1, 98, 147]"
1204,"[1, 98, 147]"
1483,"[1, 98, 147]"
669,"[1, 98, 147]"
578,"[1, 98, 147]"
1586,"[1, 98, 147]"
38,"[1, 98, 147]"
366,"[1, 98, 147]"
1322,"[1, 98, 147]"
805,"[1, 98, 147]"
1769,"[1, 98, 147]"
411,"[1, 98, 147]"
95,"[1, 98, 147]"
865,"[1, 98, 147]"
694,"[1, 98, 147]"
1671,"[1, 98, 147]"
44,"[1, 98, 147]"
825,"[1, 98, 147]"
625,"[1, 98, 147]"
1422,"[1, 98, 147]"
1205,"[1, 98, 147]"
584,"[1, 98, 147]"
170,"[1, 98, 147]"
1489,"[1, 98, 147]"
475,"[1, 98, 147]"
1305,"[1, 98, 147]"
198,"[1, 98, 147]"
1229,"[1, 98, 147]"
1167,"[1, 98, 147]"
872,"[1, 98, 147]"
1467,"[1, 98, 147]"
1104,"[1, 98, 147]"
1740,"[1, 98, 147]"
497,"[1, 98, 147]"
1321,"[1, 98, 147]"
1310,"[1, 98, 147]"
642,"[1, 98, 147]"
639,"[1, 98, 147]"
1039,"[1, 98, 147]"
847,"[1, 98, 147]"
1643,"[1, 98, 147]"
372,"[1, 98, 147]"
898,"[1, 98, 147]"
1539,"[1, 98, 147]"
1344,"[1, 98, 147]"
153,"[1, 98, 147]"
99,"[1, 98, 147]"
1330,"[1, 98, 147]"
926,"[1, 98, 147]"
1400,"[1, 98, 147]"
1675,"[1, 98, 147]"
32,"[1, 98, 147]"
994,"[1, 98, 147]"
918,"[1, 98, 147]"
1770,"[1, 98, 147]"
637,"[1, 98, 147]"
1103,"[1, 98, 147]"
844,"[1, 98, 147]"
468,"[1, 98, 147]"
1473,"[1, 98, 147, 150]"
297,"[1, 98, 148]"
1033,"[1, 98, 148]"
1471,"[1, 98, 148]"
261,"[1, 98, 148]"
1676,"[1, 98, 149]"
773,"[1, 98, 149]"
189,"[1, 98, 149]"
357,"[1, 98, 149]"
1592,"[1, 98, 149]"
1254,"[1, 98, 149]"
1567,"[1, 98, 149]"
477,"[1, 98, 149]"
1407,"[1, 98, 149]"
735,"[1, 98, 149]"
794,"[1, 98, 149]"
15,"[1, 98, 149]"
1589,"[1, 98, 150]"
67,"[1, 98, 150]"
902,"[1, 98, 150]"
966,"[1, 98, 150]"
1427,"[1, 98, 150]"
2,"[1, 98, 150]"
1029,"[1, 98, 150]"
337,"[1, 98, 150]"
1434,"[1, 98, 150]"
796,"[1, 98, 150]"
1493,"[1, 98, 150]"
960,"[1, 98, 150]"
1452,"[1, 98, 150]"
320,"[1, 98, 150]"
1538,"[1, 98, 150]"
1542,"[1, 98, 150]"
193,"[1, 98, 150]"
52,"[1, 98, 150]"
535,"[1, 98, 151]"
755,"[1, 98, 151]"
425,"[1, 98, 151]"
129,"[1, 98, 151]"
766,"[1, 98, 151]"
347,"[1, 98, 151]"
1392,"[1, 98, 151]"
503,"[1, 98, 151]"
1078,"[1, 98, 151]"
554,"[1, 98, 350]"
1378,"[1, 98, 350]"
1560,"[1, 98, 350]"
1673,"[1, 98, 350]"
1575,"[1, 98, 350]"
227,"[1, 98, 350]"
1739,"[1, 98, 350]"
509,"[1, 98, 350, 377]"
306,"[1, 98, 369]"
701,"[1, 98, 377]"
1456,"[1, 98, 377]"
624,"[1, 232, 233]"
927,"[1, 232, 233]"
1362,"[1, 232, 233]"
1466,"[1, 232, 233]"
120,"[1, 232, 233]"
1277,"[1, 232, 233]"
1100,"[1, 232, 233]"
982,"[1, 382]"
385,"[17, 18, 19, 20, 21, 102, 103]"
92,"[17, 18, 27, 102, 113]"
1416,"[17, 18, 30, 102, 194]"
1509,"[17, 18, 32, 102, 104]"
210,"[17, 18, 102]"
1164,"[17, 18, 102]"
21,"[17, 18, 102]"
104,"[17, 18, 102]"
1397,"[17, 18, 102]"
1262,"[17, 18, 102]"
1193,"[17, 18, 102]"
1190,"[17, 18, 102]"
208,"[17, 18, 102]"
842,"[17, 18, 102]"
996,"[17, 18, 102]"
659,"[17, 19, 102]"
843,"[17, 19, 102]"
1132,"[17, 19, 102]"
303,"[17, 19, 102]"
72,"[17, 20, 103]"
1758,"[17, 20, 103]"
798,"[17, 20, 103]"
1701,"[17, 20, 103]"
1191,"[17, 21, 103]"
702,"[17, 21, 103]"
675,"[17, 21, 103]"
282,"[17, 21, 103]"
1148,"[17, 21, 103]"
1203,"[17, 21, 103]"
453,"[17, 22, 39, 64, 204, 222]"
883,"[17, 22, 49, 202, 269]"
734,"[17, 22, 49, 204, 269]"
23,"[17, 22, 107, 108, 207]"
1266,"[17, 22, 200]"
435,"[17, 22, 200]"
1570,"[17, 22, 200]"
575,"[17, 22, 200]"
1059,"[17, 22, 200]"
1771,"[17, 22, 200]"
1058,"[17, 22, 201]"
474,"[17, 22, 201]"
305,"[17, 22, 201, 202]"
197,"[17, 22, 202]"
1290,"[17, 22, 202]"
74,"[17, 22, 202]"
1209,"[17, 22, 202]"
1347,"[17, 22, 202]"
75,"[17, 22, 202]"
1751,"[17, 22, 202]"
283,"[17, 22, 202]"
1386,"[17, 22, 203]"
1315,"[17, 22, 203]"
73,"[17, 22, 203]"
792,"[17, 22, 203]"
672,"[17, 22, 203]"
1651,"[17, 22, 203, 205, 300]"
1120,"[17, 22, 204]"
864,"[17, 22, 204]"
302,"[17, 22, 204]"
759,"[17, 22, 204]"
1695,"[17, 22, 204]"
105,"[17, 22, 204]"
774,"[17, 22, 205]"
1194,"[17, 22, 205]"
242,"[17, 22, 205]"
262,"[17, 22, 205]"
1498,"[17, 22, 205]"
1706,"[17, 22, 206]"
922,"[17, 22, 206]"
454,"[17, 22, 206]"
1612,"[17, 22, 206]"
809,"[17, 22, 206]"
983,"[17, 22, 206]"
1243,"[17, 22, 207]"
1389,"[17, 22, 207]"
646,"[17, 22, 207]"
1087,"[17, 22, 207]"
1320,"[17, 22, 300]"
504,"[17, 22, 327]"
772,"[17, 22, 327]"
1263,"[17, 23, 33, 104, 211]"
147,"[17, 23, 33, 104, 211]"
1663,"[17, 23, 36, 110, 209]"
1244,"[17, 23, 208]"
53,"[17, 23, 208]"
156,"[17, 23, 208]"
1183,"[17, 23, 208]"
1314,"[17, 23, 209]"
684,"[17, 23, 209]"
25,"[17, 23, 209]"
1568,"[17, 23, 209]"
1325,"[17, 23, 209]"
1674,"[17, 23, 209]"
808,"[17, 23, 209]"
723,"[17, 23, 209]"
1514,"[17, 23, 210]"
1071,"[17, 23, 210]"
1258,"[17, 23, 210]"
1,"[17, 23, 211]"
1655,"[17, 23, 298]"
1182,"[17, 23, 328]"
881,"[17, 24, 36, 107, 110]"
1162,"[17, 24, 36, 107, 110]"
752,"[17, 24, 36, 107, 110]"
513,"[17, 24, 36, 107, 110]"
980,"[17, 24, 36, 107, 110]"
738,"[17, 24, 39, 64, 107, 222]"
1348,"[17, 24, 39, 64, 107, 225, 326]"
169,"[17, 24, 107]"
182,"[17, 24, 107]"
887,"[17, 25, 36, 107, 110]"
235,"[17, 25, 107]"
573,"[17, 25, 107]"
1195,"[17, 25, 107]"
505,"[17, 26, 107]"
726,"[17, 26, 107]"
1537,"[17, 26, 107]"
391,"[17, 26, 107]"
817,"[17, 26, 107]"
1557,"[17, 26, 107]"
707,"[17, 27, 112]"
785,"[17, 27, 112]"
323,"[17, 27, 112]"
384,"[17, 27, 112]"
404,"[17, 27, 112]"
1123,"[17, 27, 112]"
1491,"[17, 27, 113]"
1067,"[17, 27, 113]"
608,"[17, 27, 113]"
1617,"[17, 27, 113]"
1134,"[17, 27, 113]"
1252,"[17, 27, 113]"
59,"[17, 27, 113]"
249,"[17, 27, 114]"
1368,"[17, 27, 114]"
1068,"[17, 27, 115]"
257,"[17, 27, 115]"
932,"[17, 28, 105]"
758,"[17, 28, 105]"
1430,"[17, 28, 105]"
1653,"[17, 28, 105]"
928,"[17, 28, 105]"
667,"[17, 28, 105]"
879,"[17, 28, 105]"
264,"[17, 28, 105]"
1271,"[17, 28, 105]"
